system   D            wsystem.c:583  maybe_parent_dir                 [   0.00040] Also searching C:\Users\Student\Documents\_Brian\EGP-410\GameAI\pathfinding\Pathfinding\
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.05532] removed dtor for object 04A9EF58
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [   3.05537] destroying display 008AA570 (current 00000000)
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   3.05539] converting display bitmap 028204F0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.05610] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.05612] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [   3.06093] waiting for display 008AA570's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [   3.06582] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [   3.07818] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.07832] removed dtor for object 028204F0
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.07943] removed dtor for object 04AA6CD8
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.07967] removed dtor for object 04A71938
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.07972] removed dtor for object 04A806D0
audio-dsound D           dsound.cpp:526  _dsound_stop_voice               [   3.07976] Stopping voice
audio-dsound D           dsound.cpp:542  _dsound_stop_voice               [   3.07979] Joining thread
audio-dsound D           dsound.cpp:548  _dsound_stop_voice               [   3.08178] Joined thread
audio-dsound D           dsound.cpp:550  _dsound_stop_voice               [   3.08182] Destroying thread
audio-dsound D           dsound.cpp:552  _dsound_stop_voice               [   3.08184] Thread destroyed
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [   3.08185] Releasing buffer
audio-dsound I           dsound.cpp:559  _dsound_stop_voice               [   3.08186] Voice stopped
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.08188] removed dtor for object 0083AC70
audio-dsound D           dsound.cpp:375  _dsound_deallocate_voice         [   3.08190] Deallocating voice
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [   3.08191] Deallocated voice
audio-dsound D           dsound.cpp:289  _dsound_close                    [   3.08193] Releasing device
audio-dsound D           dsound.cpp:291  _dsound_close                    [   3.09153] Released device
audio-dsound I           dsound.cpp:294  _dsound_close                    [   3.09156] DirectSound closed
